DATE,BOROUGH,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS STREET NAME,OFF STREET NAME,CONTRIBUTINGFACTOR,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1
9/1/2019,,40.719013,-73.79419,POINT (-73.79419 40.719013),GRAND CENTRAL PARKWAY           ,172 STREET,,Following Too Closely,Unspecified,,,,4198980,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.61674,-74.143265,POINT (-74.143265 40.61674),WATCHOGUE ROAD                  ,COLLFIELD AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198167,Pick-up Truck
9/1/2019,,40.768684,-73.90562,POINT (-73.90562 40.768684),45 STREET                       ,,,Driver Inattention/Distraction,Unspecified,,,,4198220,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.8165,-73.946556,POINT (-73.946556 40.8165),WEST 135 STREET                 ,,,Outside Car Distraction,Unspecified,,,,4198103,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.666836,-73.7664,POINT (-73.7664 40.666836),BELT PARKWAY                    ,,,Following Too Closely,Following Too Closely,Following Too Closely,,,4198066,Station Wagon/Sport Utility Vehicle
9/1/2019,,,,,COLLEGE POINT BOULEVARD         ,HARDING EXPRESSWAY,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4198652,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,,,,DITMAS AVENUE                   ,OCEAN PARKWAY,,Unspecified,Unspecified,,,,4199069,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.673782,-73.87405,POINT (-73.87405 40.673782),BELMONT AVENUE                  ,CRYSTAL STREET,,Alcohol Involvement,Unspecified,,,,4200356,Sedan
9/1/2019,,40.753788,-73.744286,POINT (-73.744286 40.753788),CROSS ISLAND PARKWAY            ,,,Unsafe Lane Changing,Unspecified,,,,4197972,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.743156,-73.97213,POINT (-73.97213 40.743156),FDR DRIVE                       ,EAST 34 STREET,,Driver Inattention/Distraction,,,,,4200393,Pick-up Truck
9/1/2019,BRONX,40.86502,-73.89277,POINT (-73.89277 40.86502),BRIGGS AVENUE                   ,EAST 194 STREET,,Unspecified,,,,,4198504,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.7549,-73.74548,POINT (-73.74548 40.7549),CROSS ISLAND PARKWAY            ,,,Passing or Lane Usage Improper,Unspecified,,,,4198438,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.634792,-73.890816,POINT (-73.890816 40.634792),,,1962      ROCKAWAY PARKWAY              ,Unspecified,,,,,4197825,
9/1/2019,,40.67582,-73.930466,POINT (-73.930466 40.67582),UTICA AVENUE                    ,,,Unspecified,Unspecified,,,,4199661,Pick-up Truck
9/1/2019,BRONX,40.86949,-73.84439,POINT (-73.84439 40.86949),,,1432      EAST GUN HILL ROAD            ,Driver Inattention/Distraction,Unspecified,,,,4198729,Sedan
9/1/2019,MANHATTAN,40.769608,-73.98569,POINT (-73.98569 40.769608),,,425       WEST 59 STREET                ,Driver Inattention/Distraction,Unspecified,,,,4198342,Station Wagon/Sport Utility Vehicle
9/1/2019,,,,,69 ROAD                         ,GRAND CENTRAL PARKWAY,,Driver Inattention/Distraction,Unspecified,Unspecified,,,4197985,Sedan
9/1/2019,MANHATTAN,40.74703,-73.99722,POINT (-73.99722 40.74703),,,316       8 AVENUE                      ,Failure to Yield Right-of-Way,Following Too Closely,,,,4199321,Taxi
9/1/2019,,,,,VANWYCK EXPRESSWAY              ,UNION TURNPIKE,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198463,Sedan
9/1/2019,,40.808224,-73.93673,POINT (-73.93673 40.808224),EAST 130 STREET                 ,,,Traffic Control Disregarded,Unspecified,,,,4198140,Sedan
9/1/2019,,40.7699,-73.91608,POINT (-73.91608 40.7699),GRAND CENTRAL PKWY              ,,,Following Too Closely,Unspecified,,,,4198222,Sedan
9/1/2019,QUEENS,40.74573,-73.90212,POINT (-73.90212 40.74573),62 STREET                       ,ROOSEVELT AVENUE,,Backing Unsafely,Unspecified,,,,4198458,Sedan
9/1/2019,,40.679634,-73.94959,POINT (-73.94959 40.679634),NOSTRAND AVENUE                 ,,,Driver Inattention/Distraction,Unspecified,,,,4201753,Sedan
9/1/2019,BROOKLYN,40.667156,-73.9101,POINT (-73.9101 40.667156),ROCKAWAY AVENUE                 ,SUTTER AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4201602,Sedan
9/1/2019,,40.6952,-73.92844,POINT (-73.92844 40.6952),BUSHWICK AVENUE                 ,,,Driver Inattention/Distraction,Unspecified,,,,4198834,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.84737,-73.83187,POINT (-73.83187 40.84737),,,3021      WESTCHESTER AVENUE            ,Unspecified,Unspecified,,,,4200195,Sedan
9/1/2019,BROOKLYN,40.68389,-73.93823,POINT (-73.93823 40.68389),MARCUS GARVEY BOULEVARD         ,HANCOCK STREET,,Driver Inattention/Distraction,Unspecified,,,,4198060,Sedan
9/1/2019,,,,,VANWYCK EXPRESSWAY              ,ROCKAWAY BOULEVARD,,Driver Inattention/Distraction,Unspecified,,,,4198575,Sedan
9/1/2019,BRONX,40.84281,-73.89709,POINT (-73.89709 40.84281),,,1763      FULTON AVENUE                 ,Driver Inattention/Distraction,Unspecified,,,,4198195,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.882763,-73.824135,POINT (-73.824135 40.882763),,,3351      CONNER STREET                 ,Unspecified,Unspecified,,,,4198329,Sedan
9/1/2019,BRONX,40.80777,-73.91023,POINT (-73.91023 40.80777),EAST 142 STREET                 ,CONCORD AVENUE,,Unspecified,Unspecified,,,,4198356,Sedan
